"cmplnt_apr",""
"11010102","北京,北京地铁十号线,宋家庄站,十里河站"
"110503","北京"
"24010201",""
"12010206","万科蓝-,奥运洋桥,078021,北京"
"16010801",""
"110503","北京市,昌平区,北七家,阳泉"
"11010203","北京"
"12010401",""
"12011001","阜外宿舍"
"110503","电信营业厅,北京"
"110503",""
"110503","北京,大庆,北京,大庆营业厅,北京"
"110503","苏宁"
"110503",""
"110503","中国电信网上营业厅"
"110503",""
"110503","北京市,北京市,朝阳区,望京上京新航线3021506"
"110503",""
"110504","回龙观营业厅"
"11010203","北京营业厅"
"240402","星球通建材城西路西合作厅"
"110503","北京,北京,北京市,丰台区,洋桥营业厅"
"110503",""
"110503","北京市"
"110503",""
"110503",""
"12010405","北京,朝阳区,东四环北路,阳光上东双子座2501室"
"110503","北京"
"110503","北京"
"110503","北京"
"110503","北京"
"110503","北京"
"110514","北京,朝阳区,北京,北京,北京"
"11010203","朝阳区,三里屯,太古里南区"
"12010205",""
"110514","北京市"
"240403","古城营业厅,北京,古城营业厅,古城营业厅"
"14020101","博客雅苑,奥运洋桥ngn"
"12010602","兵器大厦,b2,37511"
"110503","海淀区,阜成路甲52号"
"110503",""
"110503",""
"110503",""
"110503","石家庄"
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503","中华人民共和国"
"110503",""
"110503",""
"11010102","北京市,大兴区,榆[UNK]镇,北京,北京"
"240401",""
"11010204","北京"
"110514","北京"
"11020101","北京,北京市,昌平区,阳坊镇,中心北街"
"11010101",""
"110503",""
"110503",""
"11010101","北京,朝阳区,金盏乡,金盏西村174号,永鑫照相馆"
"110503",""
"110503",""
"11010203",""
"12010401","首开馨城（c02号"
"240402",""
"110503","北京"
"240402","北京"
"130602",""
"19","北京"
"110506",""
"110514","北京"
"16010801",""
"110503","北京"
"110514",""
"11010101","黄村镇,浣溪谷"
"110514","北京市,房山区,金地朗悦三期"
"110503","电信立水桥营业厅"
"110503",""
"110503","北京营业厅,北京"
"110514",""
"11010101","北京,北京,北京,北京,通州区"
"11010203",""
"210101","北京市,北京,北京"
"110503","北京,海淀区,田村半壁店营业厅"
"12010402",""
"SDZ030208",""
"12010401","天通苑北二区2号楼1单元,天通苑北二区2号楼5单元"
"110514","京津冀,保定市,北京新建机场,市*路(街"
"11010101","北京,大兴区新机场"
"110514","北京,昌平,西关"
"110514","北京,河北,衡水市"
"1713",""
"1713",""
"12010401","北太"
"110503",""
"24020102","苹果社区"
"11010206",""
"130608",""
"12010601","名悦苑"
"110503","北京"
"11010107","北京,盘锦,盘锦,北京,北京,大兴"
"110504","北京"
"11010203",""
"12010601",""
"12010301","石雀胡同"
"12010401","生物园小区,77884"
"110503","北京"
"110503","北京"
"12010401",""
"12010201",""
"110514","河北,北京,河北,北京"
"11010106","北京"
"240402",""
"11010203","北京,丰台南路营业厅"
"11010101","廊坊新机场,廊坊新机场,廊坊新机场,北京,大兴国际机场"
"210101",""
"110503","北京"
"11010102","北京"
"240404","北京,北京,北京市,通化,北京,北京市"
"11010207",""
"240404","大北窑营业厅"
"12010601","普天,酒仙桥大厦-,奥运洋桥,北京,北京市,朝阳区\,酒仙桥中路26号,鸿运大厦,鸿运大厦\\,北京,北京市,朝阳区\,酒仙桥路26号3号,晶都国际3号楼d单元\,大山子营业厅"
"110503","北京"
"1713",""
"11010206","北京"
"12010401","西山甲一号"
"11010203",""
"12010303","通州,京嘉创路,杨庄村民自主楼,奥运洋桥"
"11010203","北京,成寿寺营业厅"
"110503","北京"
"11010203","丰台,京周路"
"12010401",""
"12010302","凯元景祺),流星苑,碧桂园,奥运洋桥,26003"
"110503",""
"2104","西单营业厅"
"12010402","网小区,天通苑（ftth）,奥运洋桥ngn"
"12010202",""
"110514","北京"
"11010102","廊坊,广阳区,九州镇,北王力村,建飞机场,北京,北京"
"11010105",""
"11020101",""
"SDZ030208",""
"110503",""
"110503","北京,西单营业厅"
"110514","北京"
"11020103","北京,东城区,北京市,东城区"
"12010202","上地北"
"18010901",""
"12010202","海淀,健翔桥市场专区"
"11010102","北京市,榆[UNK]镇,留各庄村,北京市,榆[UNK]镇,留各庄村,北京市,榆[UNK]镇,留各庄村"
"110503","北京"
"110503","北京"
"11010101","北京,朝阳区,北五环汽贸商城"
"110514","北京"
"12010404","北京,西城区"
"240402","北京,北京"
"12010601",""
"11010102","北京市,朝阳区,安立路28号,华少生活广场"
"12010104",""
"11010101",""
"110514","北京"
"11020101",""
"240403","北京,马连道4号,中国电信营业厅"
"110514","北京,杨闸环岛点"
"240402","北京"
"110514","北京"
"240402","东城,崇文门西大街合作厅,东城,崇文门西大街合作厅,东城,崇文门西大街合作厅"
"12010404","东四）,太平庄(ngn)"
"110514",""
"130101",""
"200103","10"
"110503","北京"
"240403",""
"12010404","海南,北京市,朝阳区,亚运村电信营业厅"
"12010402","奥运洋桥"
"11010101",""
"110503","北京,北京"
"12010103","北京,北京市,朝阳市"
"110503","北京"
"16010601","北京,昌平区,龙德广场电信营业厅"
"1801010101","北京"
"11010102","北京市,丰台区,王佐镇,庄户村,北京市,房山区,良乡镇,拱辰北大街,龙湖时代天街广场"
"11040101",""
"11040101",""
"12010601","昌平区,冠华苑16地块9号楼1单元103"
"SDZ030208","北京,北京,朝阳区,左家庄,北京,朝阳区,左家庄,北京,朝阳区,左家庄"
"110503","北京"
"240403","旧宫西路"
"110503","北京,北京,西单营业厅"
"12010301","上地北"
"12010601","杨坨新村小区,奥运洋桥"
"12010401","小区,网信威智),通景园,18478"
"220206","北京,丰台区,青塔西路58号,珠江峰景一期"
"24020202","北京"
"220206","西城区,展览馆路42号院楼,北京"
"12010401",""
"110514",""
"11010204","北京"
"12010202",""
"11010203",""
"110514","北京"
"1713","北京,北京"
"110506",""
"11010401","北京,马驹桥电信营业厅"
"11010302",""
"240404","东四）,太平庄(ngn),马坡营业厅,石园营业厅,马坡"
"12010301","北京,吉祥大厦,朝阳北路营业厅"
"110514","北京,朝阳区,金盏西村"
"240404","北京,北京,北京,义庄经济技术开发区,海九路,次渠水南庄北一街"
"110514",""
"11010101",""
"210101","新街口营业厅"
"110503","北京"
"11020502","北京"
"20030701","北京"
"12010301","北京"
"110514","北京"
"240404",""
"1801020401","北京"
"110503","北京"
"24020201",""
"11010203",""
"2104",""
"240403","北京,北京市,西城区,玉廊东园5号楼3单元"
"110514","茂名"
"110514","海南,北京市,朝阳区,广渠路,北汽资产大厦,海南,北京市,朝阳区,广渠路,北汽资产大厦"
"11010102","吉林,大兴区,榆[UNK]镇,西张华村"
"11010101",""
"110503",""
"11010102",""
"110504",""
"12010304","帅府园二期-,奥运洋桥,708"
"11010101","北京,西单大街"
"12010102","东高地小区"
"11010101",""
"12010204",""
"11010101","北京,昌平区,天通苑龙德广场2层"
"240402",""
"110508",""
"110503",""
"12010205","西单"
"240403","常营营业厅"
"12010401","网厅商城营业厅,北京市"
"11010101","北京,北京市,东城区,东水井胡同"
"11010205","北京,西单营业厅"
"11010101","北京,朝阳区,金盏乡,金盏西村174号,永鑫照相馆"
"12010602",""
"11010203",""
"11010402","北京"
"110503","建国门内大街18号,北京"
"110503",""
"11010206","昌平"
"SDZ030208","北京市,顺义区,北小营镇,北京市,顺义区,北小营镇,北京"
"12010401",""
"12010601","北京"
"11010102","大白涿村,河北省,沧州市,沧县,风化店乡"
"110514","北京"
"110503","北京市,北京市"
"11010101","北京,天津市,武清区,高村镇"
"11010207",""
"110503",""
"110503","北京"
"110514","北京,昌平合作厅,北京"
"12010301","北京"
"12020301","北京,东城区"
"24010201","北京"
"110514","北京"
"110503",""
"12010404","金色漫香郡,翠城,华城"
"12010402","北太平庄"
"11040101","北京"
"11010101","北京"
"11050101","北京"
"240602","北京"
"11010206","四维通联牛北路合作厅"
"12010401","东城区,朝阳门北京inn3楼1505"
"12010601","他网小区,im,公共号池,建外soho,780"
"11010203",""
"12010402","新立湖大兴团河行宫合作厅"
"11010203",""
"11010101","北京,朝阳区,远洋国际中心e座"
"130608","海淀区,阜成路6号"
"110503",""
"11010102","唐山市,丰润区"
"12010302",""
"110503","北京"
"110503","北京"
"12010401","北京市,平谷区,渔阳公馆a座2504"
"11010101","北京市"
"1801030302","北京"
"12010202",""
"1713",""
"11020101",""
"12010205","西山国际城,奥运洋桥"
"110503","北京,山西"
"110514","北京"
"11020101","北京,北京市,昌平区,东小口镇,半斜塔村"
"18010205","北京"
"240602",""
"11010101",""
"110503","北京"
"11010206","北京"
"110504","北京"
"110514","北京"
"12010401",""
"200201",""
"110504",""
"130505",""
"17060102",""
"11010203",""
"12010404","北京"
"11010108","北京,大兴区,大兴国际机场"
"11010102","北京市,大兴区,亦庄创意生活广场1层,华为体验店"
"11010203",""
"240602","五道口电信营业厅"
"12010202",""
"110504","北京"
"11010101",""
"240402","海淀什坊院公交站专区,海淀什坊院公交站专区"
"110503","北京"
"110514",""
"12020601","紫云家园小区"
"11010101","朝阳区"
"110503","北京"
"110503","管庄,呼家楼地铁站"
"11020401","北京,北京市,通州九棵树营业厅"
"24020102","北京"
"12020303","北京,东城区,和平街14区"
"12010301","北太平庄"
"12010401",""
"11010102","北京,东城区,永外大街101号"
"11010101",""
"240402",""
"110503",""
"110503",""
"110503","北京市,海淀区"
"110503","北京,重庆,北京,重庆,重庆,北京,重庆"
"110503","金盏西村"
"110514","北京"
"11020101","北京,大兴新机场"
"11020101",""
"200103",""
"110503","北京"
"11010206","北京"
"11030102","江苏省,扬中市,三茅镇,江洲西路8号,扬中中央,欧珀莱专柜,北京"
"11010101","北京,西城区,鼓楼大街,大石桥胡同29号院"
"110503",""
"12010301","北京"
"11020107","承德,北京大兴清理物流集团金星路24号,市*路,市*路,市*县"
"110503",""
"110503",""
"1801020302","北京,39"
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"240401",""
"240401",""
"110514","北京,北京市,房子区,金地朗悦三期六号楼1单元302"
"12010301","丰台区四方景园二区6号楼3单元1004室"
"110514","北京"
"12010403",""
"210101",""
"110503",""
"110503",""
"110503",""
"110503","大白涿村,河北省,沧州市,沧县,风化店乡"
"110503","北京,上海,北京,上海,上海,北京"
"110503",""
"110503",""
"110503",""
"110503","唐山市,丰润区"
"110503",""
"110503",""
"11020107","北京,黑龙江省,哈尔滨市,巴彦县广播体育小区"
"12010103",""
"11010206","北京"
"110503","北京,德胜门营业厅"
"110514","北京"
"1801010104","北京"
"17020103","北京"
"110505","北京"
"11010101","北京,北京市,昌平区,北七家镇,燕丹村113号"
"130201",""
"110514","北京"
"12010601","北京,顺义区,清岚花园"
"110503","北京"
"110503","北京,西单营业厅"
"130101","北京,北京市,海淀区\,皂君东里31号,皂君庙东里,皂君东里31号楼1单元"
"110503",""
"110503",""
"11010203","中国电信营业厅"
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503","北京"
"110503","北京市,丰台区,宋家庄"
"110503",""
"110503",""
"110506","北京,北京,大兴黄村营业厅"
"12010205","金地朗悦二期-,奥运洋桥，,b2,78226"
"240402",""
"12010401","北京,北京市,顺义区,牛栏山,昌金路乔波滑雪馆,张庄家园7号楼1"
"12010607","北京,北京"
"110514","北京,荆州,江汉路营业厅"
"110503","北京,北京市"
"110514","北京,杨桥营业厅"
"11010101","北京,大兴国际飞机场,昌平区"
"110503","电信营业厅"
"110503",""
"110503",""
"110503",""
"110503","北京,北京,九棵树营业厅,北京"
"110503",""
"110503",""
"11010101",""
"11020101","北京,浙江省,杭州市,滨江区,聚园12号"
"11010102","丰台,南苑乡,西红门路南1街206号院"
"12010702",""
"110503","北京"
"11010203",""
"240402","北京"
"110514","北京"
"110503",""
"12010601","北京,北京市,丰台区\瑞成街8号院,东铁营回迁房,金第润苑小区b区4号楼\,3"
"12010702","奥运洋桥"
"12010401","尚峰,尚水,奥运洋桥"
"110503","北京,海淀区"
"110503","北京,朝阳区,三元桥营业厅,北京,朝阳区,三元桥,大连"
"11020101","石家庄"
"11010206","北京"
"24020102",""
"11010203",""
"12010402","帅府园二期-,奥运洋桥b23506855"
"12010101","富力城,北京,北京市,朝阳区,双井街道\,富力城a区5号楼\\"
"110503","北京"
"12010601",""
"240402","海淀健翔桥市场专区,海淀健翔桥市场专区"
"110514",""
"11010402","北京"
"11040104","北京"
"12020205","北京"
"SDZ030208","北京"
"12010602","东城区中国残疾社皇城根小区"
"11010102","北京,朝阳区,东十里堡未来时写字楼"
"24010203","北京"
"110514","北京"
"110503","北京"
"12010401","北京市,朝阳区\,[UNK]头北里\[UNK]头北里9号楼1单元302"
"12020202","北京"
"SDZ030208",""
"12010101",""
"110514","北京"
"12010401",""
"110510",""
"110514","北京"
"110514","北京,泰国"
"12010205","北京,北京市,朝阳区,潘家园街道,华威北里小区16号楼--1410"
"110503","北京"
"11010101","北京,北京市,海淀区,阜石路,兰德华庭3号楼一单元302"
"11010103","北京,湖北省,武汉市,车城东路98号"
"11010102","北京,北京市,海淀区,定慧寺,北京印象4号楼"
"110514","北京"
"110503","北京"
"11020103","北京"
"130602","北京市,东城区,东直门"
"130206","通州区"
"12010601","西土城八号院"
"240402","北京"
"12010401","奥运洋桥"
"110503",""
"16020205",""
"12010301","北京"
"11030102","北京,东城区,建国门内大街18号"
"11010206","北京"
"11010101","北京"
"110503","北京"
"110504","北京,朝阳区,大郊亭电信营业厅"
"110503",""
"11010101","江门市,江门市,庙前里"
"11010101",""
"110503","北京"
"12010401","望京中心商业区"
"18010701","北京"
"110514","北京"
"110503","北京"
"12010202",""
"12010202",""
"12010103","中海海洋花园小区,奥运洋桥"
"12010202",""
"240402",""
"240402","星球通建材城西路西合作厅"
"110503",""
"12010601","北京市,朝阳区时间国际3号楼1903,静安营业厅,北京市,朝阳区时间国际3号楼1903"
"110503","北京"
"SDZ030208",""
"11010203","北京"
"240402",""
"12010404","北京市"
"SDZ030208",""
"110510","北京"
"110503","北京"
"110514","北京"
"110503","北京"
"24020202",""
"110514","北京"
"110503","北京市,通州区,台湖镇"
"110503",""
"110503",""
"110503","北京市,延平区"
"130205","华为（东四）_,建外soho(,ngn)"
"110503",""
"11010206",""
"110514","北京市,石井三区"
"11010401","管庄,呼家楼地铁站"
"11010101",""
"110503",""
"11010402","北京,湖南"
"12010202","燕保常营家园,奥运洋桥"
"11040101",""
"110503",""
"210101",""
"240404","北京,北京,北京市,北京,北京,北京市,北京"
"110504",""
"1102010601","廊坊市,广阳区,礼贤镇,北京大兴国际机场,廊坊市,广阳区,礼贤镇,北京,大兴国际机场,京津冀,廊坊市,广阳区,礼贤镇,北京大兴国际机场"
